5	8.6953
10	9.62842
15	9.63533
20	9.63302
25	9.63072
30	9.63302
35	9.63302
40	9.63072
45	9.63302
50	9.40493
55	9.85882
60	9.63302
65	9.63072
70	9.63302
75	9.63533
80	9.62842
85	9.63302
90	9.63533
95	9.62842
100	9.63533
