Time	size	received	dropped
5	0	11482	0
10	0	19063	0
15	0	27794	0
20	0	37609	0
25	0	45376	0
30	0	54623	0
35	0	64077	0
40	0	71877	0
45	0	80858	0
50	0	89410	0
55	0	97945	0
60	0	106777	0
65	0	116055	0
70	0	123787	0
75	0	132310	0
80	1	141342	0
85	0	149354	0
90	0	157923	0
95	0	166319	0
100	0	174219	0
