Time	size	received	dropped
5	0	28	0
10	0	127	0
15	0	229	0
20	0	403	0
25	0	676	0
30	0	1226	0
35	0	1579	0
40	0	2598	0
45	0	3459	0
50	0	4234	0
55	0	5176	0
60	1	6092	0
65	0	7071	0
70	0	8217	0
75	0	9098	0
80	0	9950	0
85	0	10919	0
90	0	12041	0
95	0	13035	01100	4	14248	0
4	0
0830	0
8	0

00	0	40539	0
0
