Time	size	received	dropped
5	121	11480	0
10	1	19062	0
15	0	27792	0
20	0	37608	0
25	0	45372	0
30	0	54621	0
35	0	64075	0
40	0	71876	0
45	0	80856	0
50	0	89410	0
55	1	97943	0
60	0	106776	0
65	0	116054	0
70	0	123785	0
75	0	132306	0
80	0	141337	0
85	0	149352	0
90	0	157922	0
95	0	166317	0
100	0	174219	0
