Time	size	received	dropped
5	75	7899	0
10	100	16291	0
15	100	24658	0
20	100	33025	0
25	100	41392	0
30	100	49758	0
35	100	58125	0
40	100	66492	0
45	100	74859	0
50	100	83226	0
55	100	91592	0
60	100	99959	0
65	100	108326	0
70	100	116693	0
75	100	125060	0
80	100	133427	0
85	100	141793	0
90	100	150160	0
95	100	158527	0
100	100	166894	0
