Time	size	received	dropped
5	0	9943	0
10	0	18999	0
15	0	28039	0
20	1	36513	0
25	0	44917	0
30	0	53307	0
35	0	61729	0
40	0	70065	0
45	0	78349	0
50	0	86733	0
55	0	95141	0
60	1	103535	0
65	0	111957	0
70	0	120358	0
75	0	128757	0
80	0	137202	0
85	0	145618	0
90	0	154065	0
95	0	162472	0
100	0	170865	0
