Time	size	received	dropped
5	0	32	0
10	0	88	0
15	0	208	0
20	0	340	0
25	0	565	0
30	0	960	0
35	0	1460	0
40	0	2066	0
45	0	2870	0
50	0	4129	0
55	0	5498	0
60	0	6901	0
65	0	7945	0
70	0	8838	0
75	0	10029	0
80	0	11377	0
85	0	12772	0
90	0	13939	0
95	0	14973	0
100	1	16023	0
	0
	0
23332	0

15	0

0	176940	0
