Time	size	received	dropped
5	0	11012	0
10	0	20365	0
15	1	30173	0
20	0	39490	0
25	0	48526	0
30	0	57919	0
35	0	67125	0
40	0	76137	0
45	0	84901	0
50	0	93264	0
55	0	101639	0
60	1	110006	0
65	0	118371	0
70	0	126737	0
75	0	135103	0
80	0	143469	0
85	0	151838	0
90	0	160204	0
95	0	168569	0
100	0	176938	0
