Time	size	received	dropped
5	0	9543	0
10	0	20001	0
15	0	30769	0
20	0	41446	0
25	0	52124	0
30	0	62801	0
35	0	73478	0
40	0	84155	0
45	0	94832	0
50	0	105509	0
55	0	116186	0
60	0	126863	0
65	0	137540	0
70	0	148217	0
75	0	158894	0
80	0	169676	0
85	0	180467	0
90	0	191144	0
95	0	201821	0
100	0	212498	0
