Time	size	received	dropped
5	0	9446	0
10	0	19904	0
15	0	30363	0
20	0	40821	0
25	0	51280	0
30	0	61738	0
35	0	72197	0
40	0	82656	0
45	0	93114	0
50	0	103573	0
55	0	114031	0
60	0	124490	0
65	0	134948	0
70	0	145407	0
75	0	155865	0
80	0	166324	0
85	0	176782	0
90	0	187241	0
95	0	197700	0
100	0	208158	0
