Time	size	received	dropped
5	100	15744	0
10	100	36661	0
15	100	57578	0
20	100	78495	0
25	100	99412	0
30	100	120330	0
35	100	141247	0
40	100	162164	0
45	100	183081	0
50	100	203998	0
55	100	224915	0
60	100	245832	0
65	100	266749	0
70	100	287666	0
75	100	308583	0
80	100	329500	0
85	100	350417	0
90	100	371335	0
95	100	392252	0
100	100	413169	0
