Time	size	received	dropped
5	1000	8824	0
10	1000	17191	0
15	1000	25558	0
20	1000	33925	0
25	494	41786	0
30	1000	50658	0
35	1000	59025	0
40	465	66857	0
45	1000	75759	0
50	1000	84126	0
55	1000	92492	0
60	1000	100859	0
65	1000	109226	0
70	1000	117593	0
75	1000	125960	0
80	1000	134327	0
85	1000	142693	0
90	1000	151060	0
95	1000	159427	0
100	1000	167794	0
