Time	size	received	dropped
5	0	9943	0
10	24	18995	0
15	0	28037	0
20	0	36509	0
25	0	44913	0
30	0	53305	0
35	0	61727	0
40	0	70063	0
45	0	78347	0
50	0	86731	0
55	0	95139	0
60	0	103531	0
65	0	111957	0
70	0	120358	0
75	0	128754	0
80	0	137200	0
85	0	145618	0
90	0	154064	0
95	0	162470	0
100	0	170860	0
