0.0 0
0.0400195 1440
0.0400195 1440
0.08028 2940
0.134461 5940
0.184351 8940
0.198282 11940
0.235193 14940
0.242529 17940
0.245681 20940
0.248833 23940
0.277157 26940
0.280309 29940
0.284555 32940
0.287707 35940
0.290063 38940
0.291621 41940
0.29318 44940
0.294738 47940
0.318483 50940
0.320042 53940
0.3216 56940
0.323159 59940
0.325799 62940
0.327358 65940
0.328916 68940
0.330475 71940
0.332033 74940
0.333592 77940
0.33515 80940
0.336005 83940
0.33686 86940
0.337715 89940
0.33857 92940
0.339425 95940
0.35898 98940
0.359835 101940
0.36069 104940
0.361545 107940
0.362399 110940
0.363254 113940
0.364109 116940
0.364964 119940
0.366116 122940
0.366971 125940
0.367826 128940
0.36868 131940
0.369535 134940
0.37039 137940
0.371245 140940
0.3721 143940
0.372955 146940
0.37381 149940
0.374665 152940
0.375519 155940
0.376374 158940
0.377229 161940
0.378084 164940
0.378939 167940
0.379794 170940
0.380649 173940
0.381504 176940
0.382358 179940
0.383213 182940
0.384068 185940
0.384923 188940
0.385778 191940
0.386633 194940
0.399955 197940
0.400787 200940
0.401598 203940
0.402409 206940
0.403197 209940
0.403963 212940
0.404729 215940
0.405454 218940
0.406143 221940
0.406832 224940
0.407521 227940
0.408178 230940
0.408834 233940
0.409475 236940
0.410102 239940
0.410728 242940
0.411355 245940
0.411968 248940
0.412567 251940
0.413166 254940
0.413753 257940
0.414327 260940
0.414902 263940
0.415465 266940
0.416016 269940
0.416567 272940
0.417118 275940
0.41767 278940
0.418221 281940
0.418772 284940
0.419324 287940
0.419875 290940
0.420426 293940
0.420978 296940
0.421508 299940
0.422028 302940
0.422539 305940
0.42304 308940
0.423532 311940
0.42401 314940
0.424488 317940
0.424966 320940
0.425444 323940
0.425923 326940
0.426401 329940
0.426879 332940
0.427357 335940
0.427835 338940
0.428313 341940
0.428791 344940
0.429269 347940
0.429747 350940
0.430225 353940
0.430703 356940
0.431181 359940
0.431659 362940
0.432138 365940
0.432616 368940
0.433094 371940
0.433572 374940
0.43405 377940
0.434528 380940
0.435006 383940
0.435484 386940
0.435962 389940
0.43644 392940
0.436918 395940
0.440279 398940
0.440757 401940
0.441235 404940
0.441713 407940
0.442191 410940
0.442669 413940
0.443147 416940
0.443625 419940
0.444103 422940
0.444581 425940
0.445059 428940
0.445538 431940
0.446016 434940
0.446494 437940
0.446972 440940
0.44745 443940
0.447928 446940
0.448406 449940
0.448884 452940
0.449362 455940
0.44984 458940
0.450318 461940
0.450796 464940
0.451275 467940
0.451753 470940
0.452231 473940
0.452709 476940
0.453187 479940
0.453665 482940
0.454143 485940
0.454621 488940
0.455099 491940
0.455577 494940
0.456055 497940
0.456533 500940
0.457011 503940
0.45749 506940
0.457968 509940
0.458446 512940
0.458924 515940
0.459402 518940
0.45988 521940
0.460358 524940
0.460836 527940
0.461314 530940
0.461792 533940
0.46227 536940
0.462748 539940
0.463226 542940
0.463705 545940
0.464183 548940
0.464661 551940
0.465139 554940
0.465617 557940
0.466095 560940
0.466573 563940
0.467051 566940
0.467529 569940
0.468007 572940
0.468485 575940
0.468963 578940
0.469441 581940
0.46992 584940
0.470398 587940
0.470876 590940
0.471354 593940
0.471832 596940
0.47231 599940
0.472788 602940
0.473266 605940
0.473744 608940
0.474222 611940
0.4747 614940
0.475178 617940
0.475656 620940
0.476135 623940
0.476613 626940
0.477091 629940
0.477569 632940
0.478047 635940
0.478525 638940
0.479003 641940
0.479481 644940
0.479959 647940
0.480437 650940
0.480915 653940
0.481393 656940
0.481872 659940
0.48235 662940
0.482828 665940
0.483306 665050
0.483784 668050
0.484262 665050
0.48474 668050
0.485218 665177
0.485696 668177
0.486174 665177
0.486652 668177
0.48713 665177
0.487608 668177
0.488087 666019
0.488565 669019
0.489043 666863
0.489521 669863
0.489999 666863
0.490477 669863
0.490955 666863
0.491433 669863
0.491911 666863
0.492389 669863
0.492867 666863
0.493345 669863
0.493823 666863
0.494302 669863
0.49478 666993
0.495258 669993
0.495736 667281
0.496214 670281
0.496692 667501
0.49717 670501
0.497648 667657
0.498126 670657
0.498604 667752
0.499082 670752
0.49956 667804
0.500038 670804
0.500517 670446
0.500995 673446
0.501473 676446
0.501951 679446
0.502429 682446
0.502907 685446
0.503385 688446
0.503863 688389
0.504341 691389
0.504819 694389
0.505297 697389
0.505775 696480
0.506253 699480
0.506732 702480
0.50721 700881
0.507688 703881
0.508167 700881
0.508406 702381
0.508647 702381
0.508647 65535
0.508647 67035
0.508886 68535
0.509126 70035
0.509365 71535
0.509604 73035
0.509843 74535
0.510082 76035
0.510321 77535
0.51056 79035
0.510799 80535
0.511038 82035
0.511277 83535
0.511516 85035
0.511755 86535
0.511994 88035
0.512233 89535
0.512473 91035
0.512712 92535
0.512951 94035
0.51319 95535
0.513429 97035
0.513668 98535
0.513907 100035
0.514146 101535
0.514385 103035
0.514624 104535
0.514863 106035
0.515102 107535
0.515341 109035
0.51558 110535
0.515819 112035
0.516058 113535
0.516297 115035
0.516536 116535
0.516775 118035
0.517014 119535
0.517253 121035
0.517492 122535
0.517731 124035
0.51797 125535
0.518209 127035
0.518449 128535
0.518688 130035
0.518927 131535
0.519166 133035
0.519405 134535
0.519644 136035
0.519883 137535
0.520122 139035
0.520361 140535
0.5206 142035
0.520839 143535
0.521078 145035
0.521317 146535
0.521556 148035
0.521795 149535
0.522034 151035
0.522273 152535
0.522512 154035
0.522751 155535
0.52299 157035
0.523229 158535
0.523468 160035
0.523707 161535
0.523946 163035
0.524185 164535
0.524424 166035
0.524664 167535
0.524903 169035
0.525142 170535
0.525381 172035
0.52562 173535
0.525859 175035
0.526098 176535
0.526337 178035
0.526576 179535
0.526815 181035
0.527054 182535
0.527293 184035
0.527532 185535
0.527771 187035
0.52801 188535
0.528249 190035
0.528488 191535
0.528727 193035
0.528966 194535
0.529205 196035
0.529444 197535
0.529683 199035
0.529922 200535
0.530161 202035
0.5304 203535
0.530639 205035
0.530879 206535
0.531118 208035
0.531357 209535
0.531596 211035
0.531835 212535
0.532074 214035
0.532313 215535
0.532552 217035
0.532791 218535
0.53303 220035
0.533269 221535
0.533508 223035
0.533747 224535
0.533986 226035
0.534225 227535
0.534464 229035
0.534703 230535
0.534942 232035
0.535181 233535
0.53542 235035
0.535659 236535
0.535898 238035
0.536137 239535
0.536376 241035
0.536615 242535
0.536855 244035
0.537094 245535
0.537333 247035
0.537572 248535
0.537811 250035
0.53805 251535
0.538289 253035
0.538528 254535
0.538767 256035
0.539006 257535
0.539245 259035
0.539484 260535
0.539723 262035
0.539962 263535
0.540201 265035
0.54044 266535
0.540679 268035
0.540918 269535
0.541157 271035
0.541396 272535
0.541635 274035
0.541874 275535
0.542113 277035
0.542352 278535
0.542591 280035
0.54283 281535
0.54307 283035
0.543309 284535
0.543548 286035
0.543787 287535
0.544026 289035
0.544265 290535
0.544504 292035
0.544743 293535
0.544982 295035
0.545221 296535
0.54546 298035
0.545699 299535
0.545938 301035
0.546177 302535
0.546416 304035
0.546655 305535
0.546894 307035
0.547133 308535
0.547372 310035
0.547611 311535
0.54785 313035
0.548089 314535
0.548328 316035
0.548567 317535
0.548806 319035
0.549045 320535
0.549285 322035
0.549524 323535
0.549763 325035
0.550002 326535
0.550241 328035
0.55048 329535
0.550719 331035
0.550958 332535
0.551197 334035
0.551436 335535
0.551675 337035
0.551914 338535
0.552153 340035
0.552392 341535
0.552631 343035
0.55287 344535
0.553109 346035
0.553348 347535
0.553587 349035
0.553826 350535
0.554065 352035
0.554304 353535
0.554543 355035
0.554782 356535
0.555021 358035
0.555261 359535
0.5555 361035
0.555739 362535
0.555978 364035
0.556217 365535
0.556456 367035
0.556695 368535
0.556934 370035
0.557173 371535
0.557412 373035
0.557651 374535
0.55789 376035
0.558129 377535
0.558368 379035
0.558607 380535
0.558846 382035
0.559085 383535
0.559324 385035
0.559563 386535
0.559802 388035
0.560041 389535
0.56028 391035
0.560519 392535
0.560758 394035
0.560997 395535
0.561236 397035
0.561476 398535
0.561715 400035
0.561954 401535
0.562193 403035
0.562432 404535
0.562671 406035
0.56291 407535
0.563149 409035
0.563388 410535
0.563627 412035
0.563866 413535
0.564105 415035
0.564344 416535
0.564583 418035
0.564822 419535
0.565061 421035
0.5653 422535
0.565539 424035
0.565778 425535
0.566017 427035
0.566256 428535
0.566495 430035
0.566734 431535
0.566973 433035
0.567212 434535
0.567451 436035
0.567691 437535
0.56793 439035
0.568169 440535
0.568408 442035
0.568647 443535
0.568886 445035
0.569125 446535
0.569364 448035
0.569603 449535
0.569842 451035
0.570081 452535
0.57032 454035
0.570559 455535
0.570798 457035
0.571037 458535
0.571276 460035
0.571515 461535
0.571754 463035
0.571993 464535
0.572232 466035
0.572471 467535
0.57271 469035
0.572949 470535
0.573188 472035
0.573427 473535
0.573667 475035
0.573906 476535
0.574145 478035
0.574384 479535
0.574623 481035
0.574862 482535
0.575101 484035
0.600564 485535
0.600817 487035
