Time	size	received	dropped
5	0	11410	0
10	0	18668	0
15	0	28200	0
20	0	36463	0
25	0	45609	0
30	0	54991	0
35	0	62768	0
40	0	71747	0
45	0	80497	0
50	0	89114	0
55	0	96988	0
60	0	105572	0
65	1	114559	0
70	0	123003	0
75	0	131403	0
80	0	139606	0
85	0	147832	0
90	0	156363	0
95	0	164959	0
100	0	173139	0
