Time	size	received	dropped
5	1000	8916	0
10	837	17120	0
15	1000	25650	0
20	223	33240	0
25	1000	42383	0
30	1000	50750	0
35	909	59026	0
40	1000	67484	0
45	1000	75851	0
50	1000	84218	0
55	1000	92584	0
60	1000	100951	0
65	1000	109318	0
70	1000	117685	0
75	1000	126052	0
80	1000	134418	0
85	1000	142785	0
90	1000	151152	0
95	1000	159519	0
100	1000	167886	0
