Time	size	received	dropped
5	0	11252	0
10	0	20818	0
15	0	29951	0
20	0	39460	0
25	0	48882	0
30	1	58232	0
35	0	67517	0
40	0	76695	0
45	0	85696	0
50	0	94653	0
55	0	109658	0
60	0	111391	0
65	1	115533	0
70	0	126522	0
75	0	136943	0
80	0	146371	0
85	0	155382	0
90	0	163831	0
95	0	172226	0
100	1	180596	0
