Time	size	received	dropped
5	0	21	0
10	0	54	0
15	0	125	0
20	0	207	0
25	0	375	0
30	9	676	0
35	0	942	0
40	13	1299	0
45	0	1693	0
50	0	2555	0
55	0	3621	0
60	0	4140	0
65	0	4904	0
70	0	5067	0
75	0	5194	0
80	0	5334	0
85	0	5422	0
90	0	5499	0
95	0	5605	0
100	0	5711	0
	19206	0
	0	28191	0
	0
	0
	1	180598	0
