Time	size	received	dropped
5	0	9810	0
10	0	19147	0
15	0	27663	0
20	0	36068	0
25	0	44513	0
30	0	52963	0
35	0	61196	0
40	0	69568	0
45	0	77972	0
50	0	86422	0
55	0	94882	0
60	0	103334	0
65	0	111776	0
70	0	120009	0
75	1	128393	0
80	0	136768	0
85	0	145165	0
90	0	153601	0
95	0	162032	0
100	0	170424	0
