Time	size	received	dropped
5	221	4193	0
10	261	8417	0
15	275	12614	0
20	483	17005	0
25	0	17623	0
30	14	19589	0
35	173	23244	0
40	1	27219	0
45	0	30615	0
50	0	33468	0
55	0	34134	0
60	0	34481	0
65	0	34854	0
70	0	35230	0
75	0	35622	0
80	0	35975	0
85	0	36424	0
90	0	36877	0
95	0	37597	0
100	0	39086	0
