Time	size	received	dropped
5	3331	11247	0
10	4530	20813	0
15	5294	29944	0
20	6438	39455	0
25	7494	48877	0
30	8474	58224	0
35	9395	67512	0
40	10000	76484	0
45	10000	84851	0
50	10000	93218	0
55	10000	101584	0
60	5077	105028	0
65	880	109162	0
70	3505	120153	0
75	5562	130577	0
80	6623	140005	0
85	7265	149014	0
90	7348	157464	0
95	7377	165859	0
100	7379	174228	0
