Time	size	received	dropped
5	0	7689	0
10	0	16056	0
15	0	24422	0
20	1	32790	0
25	0	41156	0
30	0	49523	0
35	0	57890	0
40	0	66256	0
45	0	74624	0
50	0	82990	0
55	0	91357	0
60	0	99724	0
65	0	108090	0
70	0	116458	0
75	0	124824	0
80	0	133191	0
85	0	141558	0
90	0	149924	0
95	0	158292	0
100	0	166658	0
