Time	size	received	dropped
5	13	7686	0
10	14	16054	0
15	13	24420	0
20	14	32787	0
25	14	41154	0
30	13	49520	0
35	14	57888	0
40	13	66254	0
45	13	74621	0
50	14	82988	0
55	14	91355	0
60	14	99722	0
65	13	108088	0
70	13	116455	0
75	14	124822	0
80	14	133189	0
85	14	141556	0
90	13	149922	0
95	14	158290	0
100	14	166656	0
