Time	size	received	dropped
5	0	986	0
10	0	1970	0
15	0	2954	0
20	0	3938	0
25	0	4922	0
30	0	5906	0
35	0	6890	0
40	0	7874	0
45	0	8858	0
50	0	9842	0
55	1	10828	0
60	0	11812	0
65	0	12796	0
70	0	13780	0
75	0	14764	0
80	0	15750	0
85	0	16734	0
90	0	17718	0
95	0	18704	0
100	1	19690	0
