Time	size	received	dropped
5	0	4005	0
10	0	8188	0
15	0	12211	0
20	0	16392	0
25	0	20411	0
30	0	24593	0
35	0	28610	0
40	0	32797	0
45	0	36809	0
50	0	40991	0
55	0	45011	0
60	0	49196	0
65	0	53220	0
70	0	57405	0
75	0	61420	0
80	0	65603	0
85	0	69627	0
90	0	73811	0
95	0	77860	0
100	0	82043	0
