Time	size	received	dropped
5	115	8114	0
10	81	16447	0
15	169	24873	0
20	186	33256	0
25	208	41645	0
30	169	49973	0
35	235	58332	0
40	158	66622	0
45	1324	75938	0
50	455	83436	0
55	487	91808	0
60	337	100025	0
65	581	108636	0
70	388	116810	0
75	559	125347	0
80	241	133396	0
85	414	141936	0
90	315	150204	0
95	316	158497	0
100	190	166738	0
