Time	size	received	dropped
5	0	4007	0
10	0	8190	0
15	0	12213	0
20	0	16394	0
25	0	20413	0
30	0	24595	0
35	0	28612	0
40	0	32799	0
45	0	36811	0
50	0	40994	0
55	0	45013	0
60	0	49199	0
65	0	53222	0
70	0	57407	0
75	0	61422	0
80	0	65605	0
85	0	69629	0
90	0	73813	0
95	0	77862	0
100	0	82045	0
