Time	size	received	dropped
5	18	4004	0
10	17	8186	0
15	25	12209	0
20	24	16391	0
25	25	20410	0
30	22	24591	0
35	24	28609	0
40	27	32796	0
45	24	36808	0
50	23	40990	0
55	22	45009	0
60	25	49195	0
65	22	53218	0
70	25	57404	0
75	24	61418	0
80	24	65602	0
85	23	69626	0
90	23	73810	0
95	24	77858	0
100	25	82042	0
