Time	size	received	dropped
5	0	11251	0
10	0	20817	0
15	0	29947	0
20	0	39457	0
25	1	48880	0
30	2	58230	0
35	0	67515	0
40	1	76693	0
45	1	85693	0
50	0	94651	0
55	2869	109657	0
60	0	111391	0
65	0	115529	0
70	0	126520	0
75	0	136941	0
80	0	146370	0
85	1	155382	0
90	0	163829	0
95	1	172226	0
100	0	180593	0
