Time	size	received	dropped
5	100	8099	0
10	81	16447	0
15	100	24804	0
20	100	33170	0
25	100	41537	0
30	100	49904	0
35	100	58197	0
40	100	66564	0
45	100	74714	0
50	100	83081	0
55	100	91461	0
60	100	99850	0
65	100	108612	0
70	100	117042	0
75	100	125419	0
80	100	134030	0
85	100	142494	0
90	100	151048	0
95	100	159417	0
100	100	168012	0
