Time	size	received	dropped
5	35	250510	10	4	66415	015	5	1020	0	120	1	125	0	2225	1	30	0	28430	235	0	329935	40	0	3587	4045	0	3987	0
50	0	4624	0
55	0	4717	0
60	0	4983	0
65	0	5584	0
70	0	6053	0
75	0	6782	0
80	0	7793	0
85	0	8674	0
90	0	9525	0
95	0	9856	0
100	0	11355	0
100	0	214100	0	44617	0
05787	0
