Time	size	received	dropped
5	0	1438	0
10	0	1916	0
15	0	2431	0
20	0	3394	0
25	0	4358	0
30	0	4894	0
35	0	5280	0
40	0	5672	0
45	0	6041	0
50	0	6390	0
55	0	6979	0
60	0	7695	0
65	0	8292	0
70	0	8780	0
75	0	9295	0
80	0	9835	0
85	0	10958	0
90	0	11878	0
95	0	12457	0
100	0	13009	0
