Time	size	received	dropped
5	0	8115	0
10	0	16450	0
15	0	24874	0
20	0	33259	0
25	0	41648	0
30	1	49977	0
35	0	58333	0
40	1	66624	0
45	0	75942	0
50	0	83438	0
55	0	91810	0
60	0	100027	0
65	0	108640	0
70	0	116813	0
75	0	125350	0
80	0	133399	0
85	0	141940	0
90	0	150205	0
95	0	158500	0
100	0	166739	0
